instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather,RealTemp
11344,2012-04-22,2,1,4,20,0,0,0,3,0.36,0.3333,0.93,0.4179,1,34,35,Light Rain/Snow,14.76
11345,2012-04-22,2,1,4,21,0,0,0,3,0.36,0.3333,0.87,0.3881,0,11,11,Light Rain/Snow,14.76
11346,2012-04-22,2,1,4,22,0,0,0,3,0.34,0.2879,0.87,0.5224,0,13,13,Light Rain/Snow,13.940000000000001
11347,2012-04-22,2,1,4,23,0,0,0,3,0.36,0.3182,0.81,0.4627,0,17,17,Light Rain/Snow,14.76
11348,2012-04-23,2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179,0,6,6,Light Rain/Snow,14.76
11349,2012-04-23,2,1,4,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,1,2,Light Rain/Snow,13.940000000000001
11350,2012-04-23,2,1,4,2,0,1,1,2,0.32,0.303,0.87,0.3284,1,3,4,Foggy,13.120000000000001
11351,2012-04-23,2,1,4,3,0,1,1,2,0.32,0.303,0.81,0.2836,0,1,1,Foggy,13.120000000000001
11352,2012-04-23,2,1,4,4,0,1,1,3,0.3,0.2879,0.81,0.2836,0,3,3,Light Rain/Snow,12.299999999999999
11353,2012-04-23,2,1,4,5,0,1,1,3,0.3,0.2879,0.81,0.2836,0,14,14,Light Rain/Snow,12.299999999999999
11354,2012-04-23,2,1,4,6,0,1,1,2,0.3,0.2727,0.81,0.2985,2,43,45,Foggy,12.299999999999999
11355,2012-04-23,2,1,4,7,0,1,1,3,0.3,0.2879,0.81,0.2537,1,206,207,Light Rain/Snow,12.299999999999999
11356,2012-04-23,2,1,4,8,0,1,1,2,0.3,0.2727,0.75,0.3284,11,471,482,Foggy,12.299999999999999
11357,2012-04-23,2,1,4,9,0,1,1,2,0.3,0.2727,0.75,0.3881,17,255,272,Foggy,12.299999999999999
11358,2012-04-23,2,1,4,10,0,1,1,2,0.32,0.303,0.7,0.3284,12,88,100,Foggy,13.120000000000001
11359,2012-04-23,2,1,4,11,0,1,1,2,0.32,0.2879,0.7,0.3582,10,91,101,Foggy,13.120000000000001
11360,2012-04-23,2,1,4,12,0,1,1,3,0.34,0.303,0.71,0.3582,12,117,129,Light Rain/Snow,13.940000000000001
11361,2012-04-23,2,1,4,13,0,1,1,3,0.34,0.303,0.66,0.3881,9,98,107,Light Rain/Snow,13.940000000000001
11362,2012-04-23,2,1,4,14,0,1,1,3,0.36,0.3182,0.62,0.4478,12,102,114,Light Rain/Snow,14.76
11363,2012-04-23,2,1,4,15,0,1,1,2,0.36,0.3333,0.62,0.3881,11,101,112,Foggy,14.76
11364,2012-04-23,2,1,4,16,0,1,1,3,0.3,0.2727,0.81,0.3582,10,93,103,Light Rain/Snow,12.299999999999999
11365,2012-04-23,2,1,4,17,0,1,1,3,0.3,0.2727,0.82,0.3284,13,219,232,Light Rain/Snow,12.299999999999999
11366,2012-04-23,2,1,4,18,0,1,1,3,0.32,0.3333,0.81,0.1343,10,369,379,Light Rain/Snow,13.120000000000001
11367,2012-04-23,2,1,4,19,0,1,1,2,0.34,0.3182,0.76,0.2239,11,287,298,Foggy,13.940000000000001
11368,2012-04-23,2,1,4,20,0,1,1,2,0.32,0.3182,0.76,0.1642,17,186,203,Foggy,13.120000000000001
11369,2012-04-23,2,1,4,21,0,1,1,2,0.32,0.303,0.81,0.2239,7,145,152,Foggy,13.120000000000001
11370,2012-04-23,2,1,4,22,0,1,1,1,0.32,0.3182,0.76,0.194,18,71,89,Sunny/Few Clouds,13.120000000000001
11371,2012-04-23,2,1,4,23,0,1,1,1,0.32,0.3182,0.76,0.1642,10,49,59,Sunny/Few Clouds,13.120000000000001
11372,2012-04-24,2,1,4,0,0,2,1,2,0.32,0.3333,0.76,0.1343,0,13,13,Foggy,13.120000000000001
11373,2012-04-24,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343,1,6,7,Foggy,13.120000000000001
11374,2012-04-24,2,1,4,2,0,2,1,1,0.32,0.3182,0.81,0.194,0,3,3,Sunny/Few Clouds,13.120000000000001
11375,2012-04-24,2,1,4,3,0,2,1,1,0.32,0.303,0.81,0.2239,0,2,2,Sunny/Few Clouds,13.120000000000001
11376,2012-04-24,2,1,4,4,0,2,1,1,0.3,0.2879,0.7,0.194,0,3,3,Sunny/Few Clouds,12.299999999999999
11377,2012-04-24,2,1,4,5,0,2,1,1,0.3,0.2879,0.7,0.194,0,22,22,Sunny/Few Clouds,12.299999999999999
11378,2012-04-24,2,1,4,6,0,2,1,1,0.3,0.2879,0.7,0.2239,3,117,120,Sunny/Few Clouds,12.299999999999999
11379,2012-04-24,2,1,4,7,0,2,1,1,0.32,0.303,0.66,0.2836,3,387,390,Sunny/Few Clouds,13.120000000000001
11380,2012-04-24,2,1,4,8,0,2,1,1,0.34,0.3182,0.61,0.2537,12,599,611,Sunny/Few Clouds,13.940000000000001
11381,2012-04-24,2,1,4,9,0,2,1,1,0.4,0.4091,0.47,0.3582,6,302,308,Sunny/Few Clouds,16.400000000000002
11382,2012-04-24,2,1,4,10,0,2,1,1,0.42,0.4242,0.47,0.2985,33,129,162,Sunny/Few Clouds,17.22
11383,2012-04-24,2,1,4,11,0,2,1,1,0.46,0.4545,0.31,0.3881,27,157,184,Sunny/Few Clouds,18.86
11384,2012-04-24,2,1,4,12,0,2,1,1,0.48,0.4697,0.29,0.3881,36,188,224,Sunny/Few Clouds,19.68
11385,2012-04-24,2,1,4,13,0,2,1,1,0.5,0.4848,0.29,0.3881,35,189,224,Sunny/Few Clouds,20.5
11386,2012-04-24,2,1,4,14,0,2,1,1,0.5,0.4848,0.25,0.3881,50,166,216,Sunny/Few Clouds,20.5
11387,2012-04-24,2,1,4,15,0,2,1,1,0.5,0.4848,0.23,0.4179,60,176,236,Sunny/Few Clouds,20.5
11388,2012-04-24,2,1,4,16,0,2,1,1,0.5,0.4848,0.23,0.194,54,308,362,Sunny/Few Clouds,20.5
11389,2012-04-24,2,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,72,619,691,Sunny/Few Clouds,21.32
11390,2012-04-24,2,1,4,18,0,2,1,1,0.5,0.4848,0.18,0.0,52,580,632,Sunny/Few Clouds,20.5
11391,2012-04-24,2,1,4,19,0,2,1,1,0.5,0.4848,0.18,0.2537,33,449,482,Sunny/Few Clouds,20.5
11392,2012-04-24,2,1,4,20,0,2,1,1,0.48,0.4697,0.21,0.3284,16,269,285,Sunny/Few Clouds,19.68
11393,2012-04-24,2,1,4,21,0,2,1,2,0.46,0.4545,0.28,0.1642,13,213,226,Foggy,18.86
11394,2012-04-24,2,1,4,22,0,2,1,1,0.44,0.4394,0.35,0.1045,8,149,157,Sunny/Few Clouds,18.04
11395,2012-04-24,2,1,4,23,0,2,1,1,0.42,0.4242,0.38,0.0896,4,69,73,Sunny/Few Clouds,17.22
11396,2012-04-25,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0.0,13,23,36,Sunny/Few Clouds,18.04
11397,2012-04-25,2,1,4,1,0,3,1,1,0.42,0.4242,0.41,0.0,8,17,25,Sunny/Few Clouds,17.22
11398,2012-04-25,2,1,4,2,0,3,1,1,0.36,0.3788,0.62,0.0,1,6,7,Sunny/Few Clouds,14.76
11399,2012-04-25,2,1,4,3,0,3,1,1,0.32,0.3333,0.7,0.0896,0,3,3,Sunny/Few Clouds,13.120000000000001
11400,2012-04-25,2,1,4,4,0,3,1,1,0.34,0.3485,0.66,0.0896,0,6,6,Sunny/Few Clouds,13.940000000000001
11401,2012-04-25,2,1,4,5,0,3,1,1,0.34,0.3636,0.66,0.0,0,24,24,Sunny/Few Clouds,13.940000000000001
11402,2012-04-25,2,1,4,6,0,3,1,1,0.34,0.3636,0.66,0.0,3,103,106,Sunny/Few Clouds,13.940000000000001
11403,2012-04-25,2,1,4,7,0,3,1,1,0.34,0.3636,0.71,0.0,13,376,389,Sunny/Few Clouds,13.940000000000001
11404,2012-04-25,2,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896,20,634,654,Sunny/Few Clouds,14.76
11405,2012-04-25,2,1,4,9,0,3,1,1,0.42,0.4242,0.54,0.0,33,288,321,Sunny/Few Clouds,17.22
11406,2012-04-25,2,1,4,10,0,3,1,1,0.52,0.5,0.34,0.0,44,138,182,Sunny/Few Clouds,21.32
11407,2012-04-25,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,42,177,219,Sunny/Few Clouds,21.32
11408,2012-04-25,2,1,4,12,0,3,1,1,0.54,0.5152,0.28,0.2836,49,220,269,Sunny/Few Clouds,22.14
11409,2012-04-25,2,1,4,13,0,3,1,1,0.56,0.5303,0.26,0.2239,35,193,228,Sunny/Few Clouds,22.96
11410,2012-04-25,2,1,4,14,0,3,1,1,0.56,0.5303,0.22,0.3582,47,176,223,Sunny/Few Clouds,22.96
11411,2012-04-25,2,1,4,15,0,3,1,1,0.58,0.5455,0.19,0.1642,47,182,229,Sunny/Few Clouds,23.779999999999998
11412,2012-04-25,2,1,4,16,0,3,1,1,0.6,0.5909,0.2,0.3284,49,327,376,Sunny/Few Clouds,24.599999999999998
11413,2012-04-25,2,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,68,664,732,Sunny/Few Clouds,24.599999999999998
11414,2012-04-25,2,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,60,649,709,Sunny/Few Clouds,24.599999999999998
11415,2012-04-25,2,1,4,19,0,3,1,1,0.6,0.5909,0.2,0.194,42,501,543,Sunny/Few Clouds,24.599999999999998
11416,2012-04-25,2,1,4,20,0,3,1,1,0.56,0.5303,0.22,0.0896,22,358,380,Sunny/Few Clouds,22.96
11417,2012-04-25,2,1,4,21,0,3,1,1,0.52,0.5,0.52,0.1343,27,212,239,Sunny/Few Clouds,21.32
11418,2012-04-25,2,1,4,22,0,3,1,1,0.5,0.4848,0.51,0.0,22,170,192,Sunny/Few Clouds,20.5
11419,2012-04-25,2,1,4,23,0,3,1,2,0.5,0.4848,0.51,0.0896,10,94,104,Foggy,20.5
11420,2012-04-26,2,1,4,0,0,4,1,2,0.48,0.4697,0.63,0.0,1,42,43,Foggy,19.68
11421,2012-04-26,2,1,4,1,0,4,1,2,0.48,0.4697,0.48,0.0896,1,22,23,Foggy,19.68
11422,2012-04-26,2,1,4,2,0,4,1,2,0.48,0.4697,0.55,0.1045,3,10,13,Foggy,19.68
11423,2012-04-26,2,1,4,3,0,4,1,2,0.48,0.4697,0.55,0.0896,1,5,6,Foggy,19.68
11424,2012-04-26,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896,1,2,3,Foggy,19.68
11425,2012-04-26,2,1,4,5,0,4,1,2,0.48,0.4697,0.63,0.1343,0,17,17,Foggy,19.68
11426,2012-04-26,2,1,4,6,0,4,1,2,0.48,0.4697,0.63,0.2537,5,122,127,Foggy,19.68
11427,2012-04-26,2,1,4,7,0,4,1,3,0.46,0.4545,0.82,0.3582,3,222,225,Light Rain/Snow,18.86
11428,2012-04-26,2,1,4,8,0,4,1,3,0.46,0.4545,0.82,0.194,4,358,362,Light Rain/Snow,18.86
11429,2012-04-26,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642,12,189,201,Light Rain/Snow,18.86
11430,2012-04-26,2,1,4,10,0,4,1,2,0.46,0.4545,0.94,0.1642,14,125,139,Foggy,18.86
11431,2012-04-26,2,1,4,11,0,4,1,2,0.46,0.4545,0.94,0.2239,16,135,151,Foggy,18.86
11432,2012-04-26,2,1,4,12,0,4,1,2,0.52,0.5,0.83,0.1343,24,180,204,Foggy,21.32
11433,2012-04-26,2,1,4,13,0,4,1,2,0.5,0.4848,0.82,0.1642,19,178,197,Foggy,20.5
11434,2012-04-26,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.194,37,132,169,Foggy,22.14
11435,2012-04-26,2,1,4,15,0,4,1,2,0.52,0.5,0.83,0.3284,39,165,204,Foggy,21.32
11436,2012-04-26,2,1,4,16,0,4,1,2,0.52,0.5,0.83,0.2239,37,281,318,Foggy,21.32
11437,2012-04-26,2,1,4,17,0,4,1,1,0.54,0.5152,0.77,0.1642,49,565,614,Sunny/Few Clouds,22.14
11438,2012-04-26,2,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.194,75,589,664,Foggy,22.14
11439,2012-04-26,2,1,4,19,0,4,1,2,0.54,0.5152,0.77,0.2239,57,407,464,Foggy,22.14
11440,2012-04-26,2,1,4,20,0,4,1,1,0.54,0.5152,0.77,0.194,23,314,337,Sunny/Few Clouds,22.14
11441,2012-04-26,2,1,4,21,0,4,1,1,0.52,0.5,0.83,0.2239,28,222,250,Sunny/Few Clouds,21.32
11442,2012-04-26,2,1,4,22,0,4,1,1,0.52,0.5,0.83,0.1642,20,163,183,Sunny/Few Clouds,21.32
11443,2012-04-26,2,1,4,23,0,4,1,1,0.5,0.4848,0.88,0.1642,6,106,112,Sunny/Few Clouds,20.5
11444,2012-04-27,2,1,4,0,0,5,1,1,0.54,0.5152,0.68,0.5522,12,61,73,Sunny/Few Clouds,22.14
11445,2012-04-27,2,1,4,1,0,5,1,1,0.5,0.4848,0.59,0.4478,3,32,35,Sunny/Few Clouds,20.5
11446,2012-04-27,2,1,4,2,0,5,1,1,0.48,0.4697,0.59,0.4179,4,18,22,Sunny/Few Clouds,19.68
11447,2012-04-27,2,1,4,3,0,5,1,1,0.44,0.4394,0.47,0.4925,1,2,3,Sunny/Few Clouds,18.04
11448,2012-04-27,2,1,4,4,0,5,1,1,0.42,0.4242,0.44,0.2537,0,6,6,Sunny/Few Clouds,17.22
11449,2012-04-27,2,1,4,5,0,5,1,1,0.42,0.4242,0.44,0.3582,0,19,19,Sunny/Few Clouds,17.22
11450,2012-04-27,2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,5,115,120,Sunny/Few Clouds,16.400000000000002
11451,2012-04-27,2,1,4,7,0,5,1,1,0.38,0.3939,0.5,0.2836,10,305,315,Sunny/Few Clouds,15.58
11452,2012-04-27,2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0,17,575,592,Sunny/Few Clouds,16.400000000000002
11453,2012-04-27,2,1,4,9,0,5,1,1,0.42,0.4242,0.44,0.4925,42,292,334,Sunny/Few Clouds,17.22
11454,2012-04-27,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.4179,64,172,236,Sunny/Few Clouds,18.04
11455,2012-04-27,2,1,4,11,0,5,1,1,0.44,0.4394,0.38,0.3284,47,186,233,Sunny/Few Clouds,18.04
11456,2012-04-27,2,1,4,12,0,5,1,1,0.46,0.4545,0.36,0.3582,63,244,307,Sunny/Few Clouds,18.86
11457,2012-04-27,2,1,4,13,0,5,1,1,0.46,0.4545,0.33,0.3881,94,212,306,Sunny/Few Clouds,18.86
11458,2012-04-27,2,1,4,14,0,5,1,1,0.46,0.4545,0.33,0.3284,94,206,300,Sunny/Few Clouds,18.86
11459,2012-04-27,2,1,4,15,0,5,1,1,0.52,0.5,0.29,0.4925,101,223,324,Sunny/Few Clouds,21.32
11460,2012-04-27,2,1,4,16,0,5,1,1,0.52,0.5,0.29,0.2537,105,335,440,Sunny/Few Clouds,21.32
11461,2012-04-27,2,1,4,17,0,5,1,1,0.54,0.5152,0.24,0.3881,89,613,702,Sunny/Few Clouds,22.14
11462,2012-04-27,2,1,4,18,0,5,1,1,0.52,0.5,0.25,0.3582,94,560,654,Sunny/Few Clouds,21.32
11463,2012-04-27,2,1,4,19,0,5,1,1,0.5,0.4848,0.27,0.3881,62,379,441,Sunny/Few Clouds,20.5
11464,2012-04-27,2,1,4,20,0,5,1,1,0.46,0.4545,0.31,0.2836,49,240,289,Sunny/Few Clouds,18.86
11465,2012-04-27,2,1,4,21,0,5,1,1,0.44,0.4394,0.33,0.2985,23,185,208,Sunny/Few Clouds,18.04
11466,2012-04-27,2,1,4,22,0,5,1,1,0.42,0.4242,0.38,0.2537,24,134,158,Sunny/Few Clouds,17.22
11467,2012-04-27,2,1,4,23,0,5,1,1,0.4,0.4091,0.4,0.2537,11,105,116,Sunny/Few Clouds,16.400000000000002
11468,2012-04-28,2,1,4,0,0,6,0,1,0.38,0.3939,0.43,0.1642,4,99,103,Sunny/Few Clouds,15.58
11469,2012-04-28,2,1,4,1,0,6,0,1,0.36,0.3333,0.5,0.2985,7,60,67,Sunny/Few Clouds,14.76
11470,2012-04-28,2,1,4,2,0,6,0,1,0.36,0.3485,0.43,0.1642,8,49,57,Sunny/Few Clouds,14.76
11471,2012-04-28,2,1,4,3,0,6,0,1,0.34,0.3182,0.49,0.2239,3,23,26,Sunny/Few Clouds,13.940000000000001
11472,2012-04-28,2,1,4,4,0,6,0,1,0.34,0.3333,0.49,0.1642,0,2,2,Sunny/Few Clouds,13.940000000000001
11473,2012-04-28,2,1,4,5,0,6,0,1,0.34,0.3333,0.46,0.1343,2,3,5,Sunny/Few Clouds,13.940000000000001
11474,2012-04-28,2,1,4,6,0,6,0,1,0.34,0.3333,0.49,0.194,10,18,28,Sunny/Few Clouds,13.940000000000001
11475,2012-04-28,2,1,4,7,0,6,0,1,0.34,0.3333,0.49,0.1642,10,45,55,Sunny/Few Clouds,13.940000000000001
11476,2012-04-28,2,1,4,8,0,6,0,1,0.38,0.3939,0.4,0.1343,24,134,158,Sunny/Few Clouds,15.58
11477,2012-04-28,2,1,4,9,0,6,0,2,0.38,0.3939,0.37,0.0,45,169,214,Foggy,15.58
11478,2012-04-28,2,1,4,10,0,6,0,2,0.38,0.3939,0.4,0.1642,60,231,291,Foggy,15.58
11479,2012-04-28,2,1,4,11,0,6,0,2,0.38,0.3939,0.4,0.1045,96,262,358,Foggy,15.58
11480,2012-04-28,2,1,4,12,0,6,0,2,0.38,0.3939,0.43,0.0,105,276,381,Foggy,15.58
11481,2012-04-28,2,1,4,13,0,6,0,2,0.4,0.4091,0.37,0.0,120,269,389,Foggy,16.400000000000002
11482,2012-04-28,2,1,4,14,0,6,0,1,0.42,0.4242,0.38,0.1045,147,293,440,Sunny/Few Clouds,17.22
11483,2012-04-28,2,1,4,15,0,6,0,1,0.42,0.4242,0.41,0.2239,148,260,408,Sunny/Few Clouds,17.22
11484,2012-04-28,2,1,4,16,0,6,0,2,0.44,0.4394,0.38,0.194,132,244,376,Foggy,18.04
11485,2012-04-28,2,1,4,17,0,6,0,2,0.42,0.4242,0.41,0.1343,98,224,322,Foggy,17.22
11486,2012-04-28,2,1,4,18,0,6,0,3,0.4,0.4091,0.47,0.0,17,73,90,Light Rain/Snow,16.400000000000002
11487,2012-04-28,2,1,4,19,0,6,0,3,0.36,0.3485,0.71,0.1343,29,110,139,Light Rain/Snow,14.76
11488,2012-04-28,2,1,4,20,0,6,0,2,0.38,0.3939,0.66,0.0,21,81,102,Foggy,15.58
11489,2012-04-28,2,1,4,21,0,6,0,3,0.36,0.3485,0.71,0.194,12,72,84,Light Rain/Snow,14.76
11490,2012-04-28,2,1,4,22,0,6,0,2,0.36,0.3485,0.71,0.1343,17,66,83,Foggy,14.76
11491,2012-04-28,2,1,4,23,0,6,0,2,0.38,0.3939,0.76,0.0896,5,37,42,Foggy,15.58
11492,2012-04-29,2,1,4,0,0,0,0,3,0.36,0.3485,0.81,0.1343,0,36,36,Light Rain/Snow,14.76
11493,2012-04-29,2,1,4,1,0,0,0,2,0.36,0.3485,0.81,0.1343,5,37,42,Foggy,14.76
11494,2012-04-29,2,1,4,2,0,0,0,2,0.36,0.3636,0.87,0.1045,4,36,40,Foggy,14.76
11495,2012-04-29,2,1,4,3,0,0,0,2,0.36,0.3485,0.87,0.194,2,14,16,Foggy,14.76
11496,2012-04-29,2,1,4,4,0,0,0,2,0.36,0.3485,0.87,0.1343,0,4,4,Foggy,14.76
11497,2012-04-29,2,1,4,5,0,0,0,1,0.34,0.3636,0.87,0.0,0,6,6,Sunny/Few Clouds,13.940000000000001
11498,2012-04-29,2,1,4,6,0,0,0,1,0.34,0.3333,0.87,0.1343,1,6,7,Sunny/Few Clouds,13.940000000000001
11499,2012-04-29,2,1,4,7,0,0,0,2,0.34,0.3333,0.87,0.1343,7,20,27,Foggy,13.940000000000001
11500,2012-04-29,2,1,4,8,0,0,0,1,0.38,0.3939,0.76,0.1343,26,81,107,Sunny/Few Clouds,15.58
11501,2012-04-29,2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343,52,133,185,Sunny/Few Clouds,16.400000000000002
11502,2012-04-29,2,1,4,10,0,0,0,1,0.42,0.4242,0.67,0.0896,127,253,380,Sunny/Few Clouds,17.22
11503,2012-04-29,2,1,4,11,0,0,0,1,0.46,0.4545,0.51,0.0,128,283,411,Sunny/Few Clouds,18.86
11504,2012-04-29,2,1,4,12,0,0,0,1,0.48,0.4697,0.44,0.1045,223,361,584,Sunny/Few Clouds,19.68
11505,2012-04-29,2,1,4,13,0,0,0,1,0.5,0.4848,0.45,0.1045,226,369,595,Sunny/Few Clouds,20.5
11506,2012-04-29,2,1,4,14,0,0,0,1,0.54,0.5152,0.34,0.0,281,372,653,Sunny/Few Clouds,22.14
11507,2012-04-29,2,1,4,15,0,0,0,1,0.56,0.5303,0.37,0.1343,279,324,603,Sunny/Few Clouds,22.96
11508,2012-04-29,2,1,4,16,0,0,0,1,0.6,0.6061,0.28,0.194,240,347,587,Sunny/Few Clouds,24.599999999999998
11509,2012-04-29,2,1,4,17,0,0,0,1,0.62,0.6061,0.27,0.2985,188,334,522,Sunny/Few Clouds,25.419999999999998
11510,2012-04-29,2,1,4,18,0,0,0,1,0.6,0.6061,0.26,0.2836,164,323,487,Sunny/Few Clouds,24.599999999999998
11511,2012-04-29,2,1,4,19,0,0,0,1,0.56,0.5303,0.35,0.1343,128,247,375,Sunny/Few Clouds,22.96
11512,2012-04-29,2,1,4,20,0,0,0,1,0.56,0.5303,0.32,0.0896,45,198,243,Sunny/Few Clouds,22.96
11513,2012-04-29,2,1,4,21,0,0,0,1,0.52,0.5,0.48,0.1343,65,139,204,Sunny/Few Clouds,21.32
11514,2012-04-29,2,1,4,22,0,0,0,1,0.5,0.4848,0.45,0.0,23,85,108,Sunny/Few Clouds,20.5
11515,2012-04-29,2,1,4,23,0,0,0,1,0.48,0.4697,0.59,0.0,15,67,82,Sunny/Few Clouds,19.68
11516,2012-04-30,2,1,4,0,0,1,1,1,0.44,0.4394,0.72,0.1045,12,36,48,Sunny/Few Clouds,18.04
11517,2012-04-30,2,1,4,1,0,1,1,1,0.42,0.4242,0.77,0.0896,9,15,24,Sunny/Few Clouds,17.22
11518,2012-04-30,2,1,4,2,0,1,1,1,0.42,0.4242,0.71,0.1343,3,5,8,Sunny/Few Clouds,17.22
11519,2012-04-30,2,1,4,3,0,1,1,1,0.4,0.4091,0.76,0.1642,0,4,4,Sunny/Few Clouds,16.400000000000002
11520,2012-04-30,2,1,4,4,0,1,1,1,0.38,0.3939,0.62,0.2537,0,2,2,Sunny/Few Clouds,15.58
11521,2012-04-30,2,1,4,5,0,1,1,1,0.38,0.3939,0.62,0.2537,1,19,20,Sunny/Few Clouds,15.58
11522,2012-04-30,2,1,4,6,0,1,1,1,0.4,0.4091,0.47,0.194,2,121,123,Sunny/Few Clouds,16.400000000000002
11523,2012-04-30,2,1,4,7,0,1,1,1,0.4,0.4091,0.5,0.194,6,343,349,Sunny/Few Clouds,16.400000000000002
11524,2012-04-30,2,1,4,8,0,1,1,1,0.4,0.4091,0.43,0.194,17,579,596,Sunny/Few Clouds,16.400000000000002
11525,2012-04-30,2,1,4,9,0,1,1,2,0.4,0.4091,0.43,0.194,29,239,268,Foggy,16.400000000000002
11526,2012-04-30,2,1,4,10,0,1,1,2,0.42,0.4242,0.41,0.1642,41,116,157,Foggy,17.22
11527,2012-04-30,2,1,4,11,0,1,1,2,0.44,0.4394,0.44,0.1045,52,111,163,Foggy,18.04
11528,2012-04-30,2,1,4,12,0,1,1,2,0.44,0.4394,0.47,0.1343,45,180,225,Foggy,18.04
11529,2012-04-30,2,1,4,13,0,1,1,2,0.48,0.4697,0.51,0.0896,48,199,247,Foggy,19.68
11530,2012-04-30,2,1,4,14,0,1,1,2,0.5,0.4848,0.55,0.1343,56,162,218,Foggy,20.5
11531,2012-04-30,2,1,4,15,0,1,1,2,0.52,0.5,0.55,0.1045,55,176,231,Foggy,21.32
11532,2012-04-30,2,1,4,16,0,1,1,1,0.56,0.5303,0.6,0.194,44,303,347,Sunny/Few Clouds,22.96
11533,2012-04-30,2,1,4,17,0,1,1,1,0.56,0.5303,0.6,0.1642,66,617,683,Sunny/Few Clouds,22.96
11534,2012-04-30,2,1,4,18,0,1,1,2,0.56,0.5303,0.6,0.2239,53,611,664,Foggy,22.96
11535,2012-04-30,2,1,4,19,0,1,1,2,0.54,0.5152,0.64,0.2537,51,420,471,Foggy,22.14
11536,2012-04-30,2,1,4,20,0,1,1,2,0.52,0.5,0.59,0.194,28,281,309,Foggy,21.32
11537,2012-04-30,2,1,4,21,0,1,1,2,0.52,0.5,0.59,0.194,26,195,221,Foggy,21.32
11538,2012-04-30,2,1,4,22,0,1,1,2,0.52,0.5,0.55,0.1642,11,123,134,Foggy,21.32
11539,2012-04-30,2,1,4,23,0,1,1,2,0.52,0.5,0.55,0.2239,10,50,60,Foggy,21.32
11540,2012-05-01,2,1,5,0,0,2,1,2,0.5,0.4848,0.59,0.194,7,28,35,Foggy,20.5
11541,2012-05-01,2,1,5,1,0,2,1,2,0.5,0.4848,0.63,0.1343,0,21,21,Foggy,20.5
11542,2012-05-01,2,1,5,2,0,2,1,2,0.5,0.4848,0.72,0.0896,1,7,8,Foggy,20.5
11543,2012-05-01,2,1,5,3,0,2,1,2,0.5,0.4848,0.77,0.0,1,2,3,Foggy,20.5
11544,2012-05-01,2,1,5,4,0,2,1,2,0.52,0.5,0.72,0.0896,1,7,8,Foggy,21.32
11545,2012-05-01,2,1,5,5,0,2,1,2,0.52,0.5,0.72,0.0896,0,17,17,Foggy,21.32
11546,2012-05-01,2,1,5,6,0,2,1,3,0.52,0.5,0.77,0.1045,2,24,26,Light Rain/Snow,21.32
11547,2012-05-01,2,1,5,7,0,2,1,2,0.5,0.4848,0.94,0.2537,8,161,169,Foggy,20.5
11548,2012-05-01,2,1,5,8,0,2,1,2,0.52,0.5,0.94,0.2836,19,538,557,Foggy,21.32
11549,2012-05-01,2,1,5,9,0,2,1,2,0.54,0.5152,0.88,0.194,18,331,349,Foggy,22.14
11550,2012-05-01,2,1,5,10,0,2,1,1,0.62,0.5909,0.78,0.2537,30,144,174,Sunny/Few Clouds,25.419999999999998
11551,2012-05-01,2,1,5,11,0,2,1,2,0.66,0.6212,0.65,0.2836,50,179,229,Foggy,27.060000000000002
11552,2012-05-01,2,1,5,12,0,2,1,2,0.7,0.6515,0.58,0.2239,41,228,269,Foggy,28.7
11553,2012-05-01,2,1,5,13,0,2,1,2,0.72,0.6667,0.51,0.2239,41,208,249,Foggy,29.52
11554,2012-05-01,2,1,5,14,0,2,1,2,0.74,0.6667,0.48,0.2537,37,167,204,Foggy,30.34
11555,2012-05-01,2,1,5,15,0,2,1,2,0.74,0.6667,0.45,0.2239,48,186,234,Foggy,30.34
11556,2012-05-01,2,1,5,16,0,2,1,1,0.74,0.6667,0.45,0.194,41,313,354,Sunny/Few Clouds,30.34
11557,2012-05-01,2,1,5,17,0,2,1,1,0.74,0.6667,0.48,0.0896,65,616,681,Sunny/Few Clouds,30.34
11558,2012-05-01,2,1,5,18,0,2,1,1,0.7,0.6515,0.54,0.1343,81,662,743,Sunny/Few Clouds,28.7
11559,2012-05-01,2,1,5,19,0,2,1,1,0.7,0.6515,0.54,0.1343,58,429,487,Sunny/Few Clouds,28.7
